filename,image,text,weak_label,label,split,source_dataset,notes
00212.jpg,images/00212.jpg,CuteGirl 可爱的女孩纸 送你花花 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00213.jpg,images/00213.jpg,CuteGirl 可爱的女孩纸 不许笑 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00214.jpg,images/00214.jpg,CuteGirl 可爱的女孩纸 我好累 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00215.jpg,images/00215.jpg,CuteGirl 可爱的女孩纸 给你吃 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00216.jpg,images/00216.jpg,CuteGirl 可爱的女孩纸 啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,
00217.jpg,images/00217.jpg,CuteGirl 可爱的女孩纸 耶耶嘿嘿 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00218.jpg,images/00218.jpg,CuteGirl 可爱的女孩纸 理头发 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00219.jpg,images/00219.jpg,CuteGirl 可爱的女孩纸 对方白了你一眼并不想理你 jpg,refusal,refusal,test,mrzjy/ChineseBQB,
00220.jpg,images/00220.jpg,CuteGirl 可爱的女孩纸 品尝 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00221.jpg,images/00221.jpg,CuteGirl 可爱的女孩纸 撒浪嘿呦 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00222.jpg,images/00222.jpg,CuteGirl 可爱的女孩纸 喝水 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00223.jpg,images/00223.jpg,CuteGirl 可爱的女孩纸 接电话 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00224.jpg,images/00224.jpg,CuteGirl 可爱的女孩纸 喝酸奶 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00225.jpg,images/00225.jpg,CuteGirl 可爱的女孩纸 碎碎念 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00226.jpg,images/00226.jpg,CuteGirl 可爱的女孩纸 亲亲 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00227.jpg,images/00227.jpg,CuteGirl 可爱的女孩纸 亲亲 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00228.jpg,images/00228.jpg,CuteGirl 可爱的女孩纸 你在干嘛呀 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00229.jpg,images/00229.jpg,CuteGirl 可爱的女孩纸 吃水果 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00230.jpg,images/00230.jpg,CuteGirl 可爱的女孩纸 吃面包 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00231.jpg,images/00231.jpg,CuteGirl 可爱的女孩纸 放电 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00232.jpg,images/00232.jpg,CuteGirl 可爱的女孩纸 张嘴大哭 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00233.jpg,images/00233.jpg,CuteGirl 可爱的女孩纸 啊哈 jpg,confusion,confusion,train,mrzjy/ChineseBQB,
00234.jpg,images/00234.jpg,CuteGirl 可爱的女孩纸 电你 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00235.jpg,images/00235.jpg,CuteGirl 可爱的女孩纸 眨眼 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00236.jpg,images/00236.jpg,CuteGirl 可爱的女孩纸 回头 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00237.jpg,images/00237.jpg,CuteGirl 可爱的女孩纸 无聊 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00238.jpg,images/00238.jpg,CuteGirl 可爱的女孩纸 哎呀讨厌啦 jpg,neutral,neutral,validation,mrzjy/ChineseBQB,
00239.jpg,images/00239.jpg,CuteGirl 可爱的女孩纸 我好累 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00240.jpg,images/00240.jpg,CuteGirl 可爱的女孩纸 惊讶 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00241.jpg,images/00241.jpg,CuteGirl 可爱的女孩纸 摇头 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00242.jpg,images/00242.jpg,CuteGirl 可爱的女孩纸 不开心转笑 gif,celebration,celebration,train,mrzjy/ChineseBQB,
00243.jpg,images/00243.jpg,CuteGirl 可爱的女孩纸 略略略 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00244.jpg,images/00244.jpg,CuteGirl 可爱的女孩纸 风吹脑门儿 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00245.jpg,images/00245.jpg,CuteGirl 可爱的女孩纸 亲亲 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00246.jpg,images/00246.jpg,CuteGirl 可爱的女孩纸 嗨起来 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00247.jpg,images/00247.jpg,CuteGirl 可爱的女孩纸 摆pose gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00248.jpg,images/00248.jpg,CuteGirl 可爱的女孩纸 我做错了什么 gif,confusion,confusion,validation,mrzjy/ChineseBQB,
00249.jpg,images/00249.jpg,CuteGirl 可爱的女孩纸 你的小可爱已上线 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00250.jpg,images/00250.jpg,CuteGirl 可爱的女孩纸 咦啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,
00251.jpg,images/00251.jpg,CuteGirl 可爱的女孩纸 战术摇头 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00252.jpg,images/00252.jpg,CuteGirl 可爱的女孩纸 么么哒 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00253.jpg,images/00253.jpg,CuteGirl 可爱的女孩纸 大家好 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00254.jpg,images/00254.jpg,CuteGirl 可爱的女孩纸 哇超棒 jpg,neutral,neutral,train,mrzjy/ChineseBQB,
00255.jpg,images/00255.jpg,CuteGirl 可爱的女孩纸 咿呀 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00256.jpg,images/00256.jpg,CuteGirl 可爱的女孩纸 翻白眼 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00257.jpg,images/00257.jpg,CuteGirl 可爱的女孩纸 有没有想我 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00258.jpg,images/00258.jpg,CuteGirl 可爱的女孩纸 疯狂摇头带叉腰 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00259.jpg,images/00259.jpg,CuteGirl 可爱的女孩纸 我是小仙女 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00260.jpg,images/00260.jpg,CuteGirl 可爱的女孩纸 抬头笑 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00261.jpg,images/00261.jpg,CuteGirl 可爱的女孩纸 可爱擦嘴 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00262.jpg,images/00262.jpg,CuteGirl 可爱的女孩纸 侧脸笑 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00263.jpg,images/00263.jpg,CuteGirl 可爱的女孩纸 给我滚 gif,refusal,refusal,train,mrzjy/ChineseBQB,
00264.jpg,images/00264.jpg,CuteGirl 可爱的女孩纸 HelloMrDj这节奏不要停 gif,refusal,refusal,train,mrzjy/ChineseBQB,
00265.jpg,images/00265.jpg,CuteGirl 可爱的女孩纸 生无可恋 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00266.jpg,images/00266.jpg,CuteGirl 可爱的女孩纸 别问我我什么都不知道 gif,refusal,refusal,train,mrzjy/ChineseBQB,
00267.jpg,images/00267.jpg,CuteGirl 可爱的女孩纸 今天除了皮又啥也没干 gif,confusion,confusion,validation,mrzjy/ChineseBQB,
00268.jpg,images/00268.jpg,CuteGirl 可爱的女孩纸 臭猪 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00269.jpg,images/00269.jpg,CuteGirl 可爱的女孩纸 被命运卡住脸 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00270.jpg,images/00270.jpg,CuteGirl 可爱的女孩纸 哈哈哈哈嗝 gif,mocking,mocking,train,mrzjy/ChineseBQB,
00271.jpg,images/00271.jpg,CuteGirl 可爱的女孩纸 先溜一步 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00272.jpg,images/00272.jpg,CuteGirl 可爱的女孩纸 搞嘛事儿 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00273.jpg,images/00273.jpg,CuteGirl 可爱的女孩纸 小哥哥上车吗 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00274.jpg,images/00274.jpg,CuteGirl 可爱的女孩纸 每天睡醒的我 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00275.jpg,images/00275.jpg,CuteGirl 可爱的女孩纸 糟了我好像要恋爱了 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00276.jpg,images/00276.jpg,CuteGirl 可爱的女孩纸 我好羡慕啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,
00277.jpg,images/00277.jpg,CuteGirl 可爱的女孩纸 哼 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00278.jpg,images/00278.jpg,CuteGirl 可爱的女孩纸 你注意点我这鞋可不是闹着玩的 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00279.jpg,images/00279.jpg,CuteGirl 可爱的女孩纸 贵妇出街 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00280.jpg,images/00280.jpg,CuteGirl 可爱的女孩纸 我不想减肥 gif,refusal,refusal,train,mrzjy/ChineseBQB,
00281.jpg,images/00281.jpg,CuteGirl 可爱的女孩纸 上帝啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,
00282.jpg,images/00282.jpg,CuteGirl 可爱的女孩纸 偷瞄 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00283.jpg,images/00283.jpg,CuteGirl 可爱的女孩纸 疑问 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00284.jpg,images/00284.jpg,CuteGirl 可爱的女孩纸 盯 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00285.jpg,images/00285.jpg,CuteGirl 可爱的女孩纸 严肃 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00286.jpg,images/00286.jpg,CuteGirl 可爱的女孩纸 哼 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00287.jpg,images/00287.jpg,CuteGirl 可爱的女孩纸 等一个亲亲 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00288.jpg,images/00288.jpg,CuteGirl 可爱的女孩纸 委屈 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00289.jpg,images/00289.jpg,CuteGirl 可爱的女孩纸 色诱 gif,neutral,neutral,test,mrzjy/ChineseBQB,
00290.jpg,images/00290.jpg,CuteGirl 可爱的女孩纸 打钱之外的事不要叫我 gif,refusal,refusal,train,mrzjy/ChineseBQB,
00291.jpg,images/00291.jpg,CuteGirl 可爱的女孩纸 委屈巴巴 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00292.jpg,images/00292.jpg,CuteGirl 可爱的女孩纸 十拿九稳差你一吻 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00293.jpg,images/00293.jpg,CuteGirl 可爱的女孩纸 可把我得意坏了 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00294.jpg,images/00294.jpg,CuteGirl 可爱的女孩纸 段位和你我都想上 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00295.jpg,images/00295.jpg,CuteGirl 可爱的女孩纸 可以撩你吗 gif,agreement,agreement,train,mrzjy/ChineseBQB,
00296.jpg,images/00296.jpg,CuteGirl 可爱的女孩纸 请问去你心里怎么走 gif,neutral,neutral,train,mrzjy/ChineseBQB,
00297.jpg,images/00297.jpg,CuteGirl 可爱的女孩纸 先发红包后唠嗑 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00298.jpg,images/00298.jpg,CuteGirl 可爱的女孩纸 为我们的友谊干杯 gif,neutral,neutral,validation,mrzjy/ChineseBQB,
00299.jpg,images/00299.jpg,CuteGirl 可爱的女孩纸 哭哭 gif,neutral,neutral,test,mrzjy/ChineseBQB,
