filename,image,text,weak_label,label,split,source_dataset,notes
00190.jpg,images/00190.jpg,Funny 滑稽大佬 老嘤抓小稽 jpeg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00191.jpg,images/00191.jpg,Funny 滑稽大佬 穷人的微笑 jpeg,neutral,mocking,train,mrzjy/ChineseBQB,self_mocking_poverty
00192.jpg,images/00192.jpg,Funny 滑稽大佬 不向恶势力低头 jpeg,neutral,refusal,train,mrzjy/ChineseBQB,defiant_refusal
00193.jpg,images/00193.jpg,Funny 滑稽大佬 嘤年早逝 jpeg,neutral,mocking,train,mrzjy/ChineseBQB,dark_humor
00194.jpg,images/00194.jpg,CuteGirl 可爱的女孩纸 000000002 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00195.jpg,images/00195.jpg,CuteGirl 可爱的女孩纸 别人笑我太疯癫我笑他人看不穿 gif,refusal,mocking,train,mrzjy/ChineseBQB,self_confident_mocking
00196.jpg,images/00196.jpg,CuteGirl 可爱的女孩纸 吹刘海儿 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00197.jpg,images/00197.jpg,CuteGirl 可爱的女孩纸 我要亲你 gif,neutral,comfort,validation,mrzjy/ChineseBQB,affection
00198.jpg,images/00198.jpg,CuteGirl 可爱的女孩纸 矮油 gif,neutral,neutral,validation,mrzjy/ChineseBQB,cute_reaction
00199.jpg,images/00199.jpg,CuteGirl 可爱的女孩纸 亲 gif,neutral,comfort,test,mrzjy/ChineseBQB,affection
00200.jpg,images/00200.jpg,CuteGirl 可爱的女孩纸 mua gif,neutral,comfort,train,mrzjy/ChineseBQB,affection
00201.jpg,images/00201.jpg,CuteGirl 可爱的女孩纸 耶 gif,neutral,celebration,train,mrzjy/ChineseBQB,happy_reaction
00202.jpg,images/00202.jpg,CuteGirl 可爱的女孩纸 害羞 gif,neutral,neutral,train,mrzjy/ChineseBQB,shy_reaction
00203.jpg,images/00203.jpg,CuteGirl 可爱的女孩纸 让我想一想 gif,neutral,confusion,train,mrzjy/ChineseBQB,thinking_reaction
00204.jpg,images/00204.jpg,CuteGirl 可爱的女孩纸 我再也不相信爱情了 gif,neutral,neutral,train,mrzjy/ChineseBQB,sad_mood
00205.jpg,images/00205.jpg,CuteGirl 可爱的女孩纸 嘻嘻嘻嘻 gif,neutral,celebration,train,mrzjy/ChineseBQB,happy_reaction
00206.jpg,images/00206.jpg,CuteGirl 可爱的女孩纸 你是不是喜欢我 gif,neutral,mocking,train,mrzjy/ChineseBQB,playful_teasing
00207.jpg,images/00207.jpg,CuteGirl 可爱的女孩纸 你不喜欢了吗 gif,neutral,comfort,validation,mrzjy/ChineseBQB,seeking_comfort
00208.jpg,images/00208.jpg,CuteGirl 可爱的女孩纸 长得美是我错吗 gif,neutral,mocking,validation,mrzjy/ChineseBQB,playful_bragging
00209.jpg,images/00209.jpg,CuteGirl 可爱的女孩纸 小哥哥快来快来 gif,neutral,agreement,test,mrzjy/ChineseBQB,playful_invitation
00210.jpg,images/00210.jpg,CuteGirl 可爱的女孩纸 不是本人 gif,neutral,refusal,train,mrzjy/ChineseBQB,denial
00211.jpg,images/00211.jpg,CuteGirl 可爱的女孩纸 算你识相 gif,neutral,mocking,train,mrzjy/ChineseBQB,playful_contempt
00212.jpg,images/00212.jpg,CuteGirl 可爱的女孩纸 送你花花 gif,neutral,comfort,train,mrzjy/ChineseBQB,kind_gesture
00213.jpg,images/00213.jpg,CuteGirl 可爱的女孩纸 不许笑 gif,neutral,refusal,train,mrzjy/ChineseBQB,playful_refusal
00214.jpg,images/00214.jpg,CuteGirl 可爱的女孩纸 我好累 gif,neutral,neutral,train,mrzjy/ChineseBQB,tired_mood
00215.jpg,images/00215.jpg,CuteGirl 可爱的女孩纸 给你吃 jpg,neutral,comfort,train,mrzjy/ChineseBQB,kind_gesture
00216.jpg,images/00216.jpg,CuteGirl 可爱的女孩纸 啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,surprised_reaction
00217.jpg,images/00217.jpg,CuteGirl 可爱的女孩纸 耶耶嘿嘿 gif,neutral,celebration,validation,mrzjy/ChineseBQB,happy_reaction
00218.jpg,images/00218.jpg,CuteGirl 可爱的女孩纸 理头发 gif,neutral,neutral,validation,mrzjy/ChineseBQB,cute_reaction
00219.jpg,images/00219.jpg,CuteGirl 可爱的女孩纸 对方白了你一眼并不想理你 jpg,refusal,refusal,test,mrzjy/ChineseBQB,dismissive_refusal
00220.jpg,images/00220.jpg,CuteGirl 可爱的女孩纸 品尝 gif,neutral,neutral,train,mrzjy/ChineseBQB,food_reaction
00221.jpg,images/00221.jpg,CuteGirl 可爱的女孩纸 撒浪嘿呦 gif,neutral,comfort,train,mrzjy/ChineseBQB,affection
00222.jpg,images/00222.jpg,CuteGirl 可爱的女孩纸 喝水 gif,neutral,neutral,train,mrzjy/ChineseBQB,daily_reaction
00223.jpg,images/00223.jpg,CuteGirl 可爱的女孩纸 接电话 gif,neutral,neutral,train,mrzjy/ChineseBQB,daily_reaction
00224.jpg,images/00224.jpg,CuteGirl 可爱的女孩纸 喝酸奶 jpg,neutral,neutral,train,mrzjy/ChineseBQB,food_reaction
00225.jpg,images/00225.jpg,CuteGirl 可爱的女孩纸 碎碎念 gif,neutral,neutral,train,mrzjy/ChineseBQB,mumbling_reaction
00226.jpg,images/00226.jpg,CuteGirl 可爱的女孩纸 亲亲 gif,neutral,comfort,train,mrzjy/ChineseBQB,affection
00227.jpg,images/00227.jpg,CuteGirl 可爱的女孩纸 亲亲 gif,neutral,comfort,validation,mrzjy/ChineseBQB,affection
00228.jpg,images/00228.jpg,CuteGirl 可爱的女孩纸 你在干嘛呀 gif,neutral,neutral,validation,mrzjy/ChineseBQB,checking_in
00229.jpg,images/00229.jpg,CuteGirl 可爱的女孩纸 吃水果 gif,neutral,neutral,test,mrzjy/ChineseBQB,food_reaction
00230.jpg,images/00230.jpg,CuteGirl 可爱的女孩纸 吃面包 gif,neutral,neutral,train,mrzjy/ChineseBQB,food_reaction
00231.jpg,images/00231.jpg,CuteGirl 可爱的女孩纸 放电 gif,neutral,mocking,train,mrzjy/ChineseBQB,playful_flirting
00232.jpg,images/00232.jpg,CuteGirl 可爱的女孩纸 张嘴大哭 gif,neutral,comfort,train,mrzjy/ChineseBQB,seeking_comfort
00233.jpg,images/00233.jpg,CuteGirl 可爱的女孩纸 啊哈 jpg,confusion,celebration,train,mrzjy/ChineseBQB,playful_excitement
00234.jpg,images/00234.jpg,CuteGirl 可爱的女孩纸 电你 jpg,neutral,mocking,train,mrzjy/ChineseBQB,playful_flirting
00235.jpg,images/00235.jpg,CuteGirl 可爱的女孩纸 眨眼 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00236.jpg,images/00236.jpg,CuteGirl 可爱的女孩纸 回头 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00237.jpg,images/00237.jpg,CuteGirl 可爱的女孩纸 无聊 gif,neutral,neutral,validation,mrzjy/ChineseBQB,bored_mood
00238.jpg,images/00238.jpg,CuteGirl 可爱的女孩纸 哎呀讨厌啦 jpg,neutral,refusal,validation,mrzjy/ChineseBQB,playful_refusal
00239.jpg,images/00239.jpg,CuteGirl 可爱的女孩纸 我好累 gif,neutral,neutral,test,mrzjy/ChineseBQB,tired_mood
00240.jpg,images/00240.jpg,CuteGirl 可爱的女孩纸 惊讶 gif,neutral,confusion,train,mrzjy/ChineseBQB,surprised_reaction
00241.jpg,images/00241.jpg,CuteGirl 可爱的女孩纸 摇头 gif,neutral,refusal,train,mrzjy/ChineseBQB,shaking_head_refusal
00242.jpg,images/00242.jpg,CuteGirl 可爱的女孩纸 不开心转笑 gif,celebration,celebration,train,mrzjy/ChineseBQB,mood_shift_happy
00243.jpg,images/00243.jpg,CuteGirl 可爱的女孩纸 略略略 gif,neutral,mocking,train,mrzjy/ChineseBQB,playful_teasing
00244.jpg,images/00244.jpg,CuteGirl 可爱的女孩纸 风吹脑门儿 jpg,neutral,neutral,train,mrzjy/ChineseBQB,abstract_humor
00245.jpg,images/00245.jpg,CuteGirl 可爱的女孩纸 亲亲 jpg,neutral,comfort,train,mrzjy/ChineseBQB,affection
00246.jpg,images/00246.jpg,CuteGirl 可爱的女孩纸 嗨起来 gif,neutral,celebration,train,mrzjy/ChineseBQB,hype_reaction
00247.jpg,images/00247.jpg,CuteGirl 可爱的女孩纸 摆pose gif,neutral,neutral,validation,mrzjy/ChineseBQB,pose_reaction
00248.jpg,images/00248.jpg,CuteGirl 可爱的女孩纸 我做错了什么 gif,confusion,confusion,validation,mrzjy/ChineseBQB,wronged_confusion
00249.jpg,images/00249.jpg,CuteGirl 可爱的女孩纸 你的小可爱已上线 gif,neutral,neutral,test,mrzjy/ChineseBQB,cute_reaction
00250.jpg,images/00250.jpg,CuteGirl 可爱的女孩纸 咦啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,surprised_reaction
00251.jpg,images/00251.jpg,CuteGirl 可爱的女孩纸 战术摇头 gif,neutral,refusal,train,mrzjy/ChineseBQB,playful_refusal
00252.jpg,images/00252.jpg,CuteGirl 可爱的女孩纸 么么哒 jpg,neutral,comfort,train,mrzjy/ChineseBQB,affection
00253.jpg,images/00253.jpg,CuteGirl 可爱的女孩纸 大家好 gif,neutral,neutral,train,mrzjy/ChineseBQB,greeting
00254.jpg,images/00254.jpg,CuteGirl 可爱的女孩纸 哇超棒 jpg,neutral,agreement,train,mrzjy/ChineseBQB,praise
00255.jpg,images/00255.jpg,CuteGirl 可爱的女孩纸 咿呀 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00256.jpg,images/00256.jpg,CuteGirl 可爱的女孩纸 翻白眼 gif,neutral,mocking,train,mrzjy/ChineseBQB,eye_roll
00257.jpg,images/00257.jpg,CuteGirl 可爱的女孩纸 有没有想我 gif,neutral,comfort,validation,mrzjy/ChineseBQB,seeking_attention
00258.jpg,images/00258.jpg,CuteGirl 可爱的女孩纸 疯狂摇头带叉腰 gif,neutral,refusal,validation,mrzjy/ChineseBQB,strong_refusal
00259.jpg,images/00259.jpg,CuteGirl 可爱的女孩纸 我是小仙女 gif,neutral,mocking,test,mrzjy/ChineseBQB,playful_bragging
00260.jpg,images/00260.jpg,CuteGirl 可爱的女孩纸 抬头笑 gif,neutral,celebration,train,mrzjy/ChineseBQB,happy_reaction
00261.jpg,images/00261.jpg,CuteGirl 可爱的女孩纸 可爱擦嘴 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00262.jpg,images/00262.jpg,CuteGirl 可爱的女孩纸 侧脸笑 gif,neutral,neutral,train,mrzjy/ChineseBQB,cute_reaction
00263.jpg,images/00263.jpg,CuteGirl 可爱的女孩纸 给我滚 gif,refusal,refusal,train,mrzjy/ChineseBQB,hostile_refusal
00264.jpg,images/00264.jpg,CuteGirl 可爱的女孩纸 HelloMrDj这节奏不要停 gif,refusal,celebration,train,mrzjy/ChineseBQB,hype_reaction
00265.jpg,images/00265.jpg,CuteGirl 可爱的女孩纸 生无可恋 gif,neutral,confusion,train,mrzjy/ChineseBQB,exaggerated_breakdown
00266.jpg,images/00266.jpg,CuteGirl 可爱的女孩纸 别问我我什么都不知道 gif,refusal,refusal,train,mrzjy/ChineseBQB,denial
00267.jpg,images/00267.jpg,CuteGirl 可爱的女孩纸 今天除了皮又啥也没干 gif,confusion,mocking,validation,mrzjy/ChineseBQB,playful_self_mocking
00268.jpg,images/00268.jpg,CuteGirl 可爱的女孩纸 臭猪 gif,neutral,mocking,validation,mrzjy/ChineseBQB,friendly_insult
00269.jpg,images/00269.jpg,CuteGirl 可爱的女孩纸 被命运卡住脸 gif,neutral,mocking,test,mrzjy/ChineseBQB,self_mocking
00270.jpg,images/00270.jpg,CuteGirl 可爱的女孩纸 哈哈哈哈嗝 gif,mocking,celebration,train,mrzjy/ChineseBQB,laughing_reaction
00271.jpg,images/00271.jpg,CuteGirl 可爱的女孩纸 先溜一步 gif,neutral,refusal,train,mrzjy/ChineseBQB,escaping
00272.jpg,images/00272.jpg,CuteGirl 可爱的女孩纸 搞嘛事儿 gif,neutral,confusion,train,mrzjy/ChineseBQB,questioning_reaction
00273.jpg,images/00273.jpg,CuteGirl 可爱的女孩纸 小哥哥上车吗 gif,neutral,agreement,train,mrzjy/ChineseBQB,playful_invitation
00274.jpg,images/00274.jpg,CuteGirl 可爱的女孩纸 每天睡醒的我 gif,neutral,neutral,train,mrzjy/ChineseBQB,daily_mood
00275.jpg,images/00275.jpg,CuteGirl 可爱的女孩纸 糟了我好像要恋爱了 gif,neutral,celebration,train,mrzjy/ChineseBQB,romantic_excitement
00276.jpg,images/00276.jpg,CuteGirl 可爱的女孩纸 我好羡慕啊 gif,confusion,neutral,train,mrzjy/ChineseBQB,envy_reaction
00277.jpg,images/00277.jpg,CuteGirl 可爱的女孩纸 哼 gif,neutral,refusal,validation,mrzjy/ChineseBQB,sulking_refusal
00278.jpg,images/00278.jpg,CuteGirl 可爱的女孩纸 你注意点我这鞋可不是闹着玩的 gif,neutral,mocking,validation,mrzjy/ChineseBQB,playful_threat
00279.jpg,images/00279.jpg,CuteGirl 可爱的女孩纸 贵妇出街 gif,neutral,mocking,test,mrzjy/ChineseBQB,playful_showing_off
00280.jpg,images/00280.jpg,CuteGirl 可爱的女孩纸 我不想减肥 gif,refusal,refusal,train,mrzjy/ChineseBQB,refusal
00281.jpg,images/00281.jpg,CuteGirl 可爱的女孩纸 上帝啊 gif,confusion,confusion,train,mrzjy/ChineseBQB,exclamation
00282.jpg,images/00282.jpg,CuteGirl 可爱的女孩纸 偷瞄 gif,neutral,neutral,train,mrzjy/ChineseBQB,lurking_observation
00283.jpg,images/00283.jpg,CuteGirl 可爱的女孩纸 疑问 gif,neutral,confusion,train,mrzjy/ChineseBQB,questioning_reaction
00284.jpg,images/00284.jpg,CuteGirl 可爱的女孩纸 盯 gif,neutral,neutral,train,mrzjy/ChineseBQB,staring_reaction
00285.jpg,images/00285.jpg,CuteGirl 可爱的女孩纸 严肃 gif,neutral,neutral,train,mrzjy/ChineseBQB,serious_reaction
00286.jpg,images/00286.jpg,CuteGirl 可爱的女孩纸 哼 gif,neutral,refusal,train,mrzjy/ChineseBQB,sulking_refusal
00287.jpg,images/00287.jpg,CuteGirl 可爱的女孩纸 等一个亲亲 gif,neutral,comfort,validation,mrzjy/ChineseBQB,seeking_affection
00288.jpg,images/00288.jpg,CuteGirl 可爱的女孩纸 委屈 gif,neutral,comfort,validation,mrzjy/ChineseBQB,seeking_comfort
00289.jpg,images/00289.jpg,CuteGirl 可爱的女孩纸 色诱 gif,neutral,mocking,test,mrzjy/ChineseBQB,playful_flirting
00290.jpg,images/00290.jpg,CuteGirl 可爱的女孩纸 打钱之外的事不要叫我 gif,refusal,refusal,train,mrzjy/ChineseBQB,money_first_refusal
00291.jpg,images/00291.jpg,CuteGirl 可爱的女孩纸 委屈巴巴 gif,neutral,comfort,train,mrzjy/ChineseBQB,seeking_comfort
00292.jpg,images/00292.jpg,CuteGirl 可爱的女孩纸 十拿九稳差你一吻 gif,neutral,mocking,train,mrzjy/ChineseBQB,flirt_joke
00293.jpg,images/00293.jpg,CuteGirl 可爱的女孩纸 可把我得意坏了 gif,neutral,celebration,train,mrzjy/ChineseBQB,proud_happy
00294.jpg,images/00294.jpg,CuteGirl 可爱的女孩纸 段位和你我都想上 gif,neutral,mocking,train,mrzjy/ChineseBQB,flirt_joke
00295.jpg,images/00295.jpg,CuteGirl 可爱的女孩纸 可以撩你吗 gif,agreement,agreement,train,mrzjy/ChineseBQB,playful_flirting
00296.jpg,images/00296.jpg,CuteGirl 可爱的女孩纸 请问去你心里怎么走 gif,neutral,agreement,train,mrzjy/ChineseBQB,playful_flirting
00297.jpg,images/00297.jpg,CuteGirl 可爱的女孩纸 先发红包后唠嗑 gif,neutral,refusal,validation,mrzjy/ChineseBQB,money_first_refusal
00298.jpg,images/00298.jpg,CuteGirl 可爱的女孩纸 为我们的友谊干杯 gif,neutral,celebration,validation,mrzjy/ChineseBQB,friendship_toast
00299.jpg,images/00299.jpg,CuteGirl 可爱的女孩纸 哭哭 gif,neutral,comfort,test,mrzjy/ChineseBQB,seeking_comfort
